id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_252,Consolideur - Poste Finance & Comptabilité,Description de l'offre d'emploi 252 dans le domaine Finance & Comptabilité,Agadir,Finance & Comptabilité,"['SAP', 'Sage', 'Reporting Financier']","{'SAP': 5, 'Sage': 5, 'Reporting Financier': 4}",Contrat,2 semaines,"['Arabe', 'Français']",2025-02-23,557-959 MAD/jour,employer_8
job_253,Conseiller Pédagogique - Mission Éducation & Formation,Description de l'offre d'emploi 253 dans le domaine Éducation & Formation,Casablanca,Éducation & Formation,"['Gestion de Formation', 'Instructional Design', 'MOOC', 'Sketch']","{'Gestion de Formation': 5, 'Instructional Design': 1, 'MOOC': 2, 'Sketch': 5}",Freelance,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-24,648-828 MAD/jour,employer_98
job_254,Médecin - Mission Santé,Description de l'offre d'emploi 254 dans le domaine Santé,Berrechid,Santé,"['Santé Publique', 'Santé Digitale', 'Génie des Procédés', 'Développement Durable']","{'Santé Publique': 5, 'Santé Digitale': 2, 'Génie des Procédés': 3, 'Développement Durable': 3}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-03-10,416-1459 MAD/jour,employer_44
job_255,Growth Hacker - Poste Marketing Digital,Description de l'offre d'emploi 255 dans le domaine Marketing Digital,Marrakech,Marketing Digital,"['Copywriting', 'Google Ads', 'Conversion Optimization', 'Marketing Automation', 'Instagram Ads', 'Construction Durable']","{'Copywriting': 3, 'Google Ads': 5, 'Conversion Optimization': 2, 'Marketing Automation': 2, 'Instagram Ads': 5, 'Construction Durable': 4}",Mission ponctuelle,1 semaine,"['Arabe', 'Français']",2025-04-03,424-833 MAD/jour,employer_74
job_256,Tuteur E-learning - Projet Éducation & Formation,Description de l'offre d'emploi 256 dans le domaine Éducation & Formation,Nador,Éducation & Formation,"['Création de Cours', 'Gestion de Formation', 'Édition Pédagogique', 'E-learning', 'Évaluation']","{'Création de Cours': 2, 'Gestion de Formation': 3, 'Édition Pédagogique': 4, 'E-learning': 2, 'Évaluation': 2}",Temps plein,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-29,747-871 MAD/jour,employer_71
job_257,Directeur de Projet Architectural - Poste Architecture,Description de l'offre d'emploi 257 dans le domaine Architecture,Mohammedia,Architecture,"['Conception Architecturale', 'ArchiCAD', ""Architecture d'Intérieur"", 'Aménagement Urbain', 'Sales Development', 'Merchandising']","{'Conception Architecturale': 5, 'ArchiCAD': 1, ""Architecture d'Intérieur"": 3, 'Aménagement Urbain': 5, 'Sales Development': 2, 'Merchandising': 3}",Mission ponctuelle,2 semaines,"['Arabe', 'Français']",2025-03-13,729-942 MAD/jour,employer_58
job_258,Admin Sys - Poste IT & Développement,Description de l'offre d'emploi 258 dans le domaine IT & Développement,Safi,IT & Développement,"['Docker', 'Angular', 'Machine Learning']","{'Docker': 3, 'Angular': 1, 'Machine Learning': 1}",Freelance,2 semaines,['Arabe'],2025-03-14,455-873 MAD/jour,employer_18
job_259,Responsable Bureau d'Études - Projet Architecture,Description de l'offre d'emploi 259 dans le domaine Architecture,Tétouan,Architecture,"[""Architecture d'Intérieur"", 'Design Durable', 'Conception Architecturale', 'AutoCAD', 'ArchiCAD']","{""Architecture d'Intérieur"": 3, 'Design Durable': 5, 'Conception Architecturale': 4, 'AutoCAD': 3, 'ArchiCAD': 4}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-10,379-824 MAD/jour,employer_55
job_260,Tour Operator - Projet Tourisme & Hôtellerie,Description de l'offre d'emploi 260 dans le domaine Tourisme & Hôtellerie,Khouribga,Tourisme & Hôtellerie,"['Réservation', 'Gestion de Restaurant', 'Revenue Management', 'Content Writing', 'Editing']","{'Réservation': 4, 'Gestion de Restaurant': 1, 'Revenue Management': 3, 'Content Writing': 2, 'Editing': 3}",Mission ponctuelle,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-14,766-830 MAD/jour,employer_79
job_261,Sales Manager - Mission Commerce & Vente,Description de l'offre d'emploi 261 dans le domaine Commerce & Vente,Rabat,Commerce & Vente,"['Sales Development', 'Négociation']","{'Sales Development': 2, 'Négociation': 4}",Freelance,3 mois,"['Arabe', 'Français']",2025-03-14,620-1484 MAD/jour,employer_48
job_262,Responsable Qualité Sanitaire - Poste Santé,Description de l'offre d'emploi 262 dans le domaine Santé,Rabat,Santé,"['Biologie Médicale', 'Réglementation Médicale', 'Gestion Hospitalière']","{'Biologie Médicale': 2, 'Réglementation Médicale': 1, 'Gestion Hospitalière': 4}",Temps plein,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-22,355-938 MAD/jour,employer_37
job_263,Directeur d'Établissement de Santé - Projet Santé,Description de l'offre d'emploi 263 dans le domaine Santé,Berrechid,Santé,"['Qualité Sanitaire', 'Réglementation Médicale']","{'Qualité Sanitaire': 3, 'Réglementation Médicale': 2}",Temps plein,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-07,431-1398 MAD/jour,employer_8
job_264,Brand Manager - Poste Marketing Digital,Description de l'offre d'emploi 264 dans le domaine Marketing Digital,Meknès,Marketing Digital,"['Marketing Automation', 'Copywriting']","{'Marketing Automation': 1, 'Copywriting': 3}",Temps plein,1 an,"['Arabe', 'Français']",2025-03-29,448-857 MAD/jour,employer_33
job_265,UX Designer - Projet Design & Création,Description de l'offre d'emploi 265 dans le domaine Design & Création,Béni Mellal,Design & Création,"['Illustrator', '3D Modeling', 'Lean Management', 'Transformation Digitale']","{'Illustrator': 1, '3D Modeling': 1, 'Lean Management': 3, 'Transformation Digitale': 3}",Mission ponctuelle,1 mois,"['Arabe', 'Français']",2025-04-22,498-1225 MAD/jour,employer_1
job_266,Urban Designer - Poste Architecture,Description de l'offre d'emploi 266 dans le domaine Architecture,Tanger,Architecture,"['Design Durable', 'Revit', 'ArchiCAD', 'Rénovation', 'Technical Writing', 'Arabic Translation']","{'Design Durable': 4, 'Revit': 1, 'ArchiCAD': 5, 'Rénovation': 3, 'Technical Writing': 1, 'Arabic Translation': 3}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-06,417-1352 MAD/jour,employer_49
job_267,Content Writer - Projet Rédaction & Traduction,Description de l'offre d'emploi 267 dans le domaine Rédaction & Traduction,Rabat,Rédaction & Traduction,"['SEO Writing', 'Legal Writing', 'Technical Writing', 'Transcription']","{'SEO Writing': 2, 'Legal Writing': 4, 'Technical Writing': 1, 'Transcription': 3}",Freelance,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-14,738-1231 MAD/jour,employer_41
job_268,UI/UX Designer - Projet IT & Développement,Description de l'offre d'emploi 268 dans le domaine IT & Développement,Tétouan,IT & Développement,"['QA & Testing', 'Django', 'DevOps', 'Kubernetes', 'Due Diligence']","{'QA & Testing': 2, 'Django': 4, 'DevOps': 1, 'Kubernetes': 2, 'Due Diligence': 2}",Contrat,1 an,"['Anglais', 'Arabe', 'Français']",2025-03-08,390-1107 MAD/jour,employer_2
job_269,Architecte - Poste Architecture,Description de l'offre d'emploi 269 dans le domaine Architecture,Berrechid,Architecture,"['Design Durable', 'Rendu 3D', 'SketchUp', 'Rhinoceros 3D', 'BIM']","{'Design Durable': 4, 'Rendu 3D': 1, 'SketchUp': 1, 'Rhinoceros 3D': 1, 'BIM': 5}",Temps plein,1 an,"['Arabe', 'Français']",2025-03-02,437-860 MAD/jour,employer_3
job_270,Traducteur - Poste Rédaction & Traduction,Description de l'offre d'emploi 270 dans le domaine Rédaction & Traduction,Tétouan,Rédaction & Traduction,"['SEO Writing', 'Academic Writing', 'Ghostwriting', 'French Translation', 'Transcription']","{'SEO Writing': 3, 'Academic Writing': 1, 'Ghostwriting': 3, 'French Translation': 5, 'Transcription': 3}",Contrat,1 semaine,"['Arabe', 'Français']",2025-04-15,507-1236 MAD/jour,employer_33
job_271,Credit Manager - Projet Finance & Comptabilité,Description de l'offre d'emploi 271 dans le domaine Finance & Comptabilité,Berrechid,Finance & Comptabilité,"['IFRS', 'Reporting Financier', ""Finance d'Entreprise""]","{'IFRS': 3, 'Reporting Financier': 5, ""Finance d'Entreprise"": 1}",Temps partiel,1 an,"['Arabe', 'Français']",2025-02-27,539-951 MAD/jour,employer_34
job_272,Juriste d'Entreprise - Projet Droit & Juridique,Description de l'offre d'emploi 272 dans le domaine Droit & Juridique,Marrakech,Droit & Juridique,"['Droit des Contrats', 'Conformité', 'Arbitrage', 'Propriété Intellectuelle', 'Droit des Sociétés', 'Relations Sociales', 'Gestion des Compétences']","{'Droit des Contrats': 1, 'Conformité': 1, 'Arbitrage': 4, 'Propriété Intellectuelle': 1, 'Droit des Sociétés': 5, 'Relations Sociales': 2, 'Gestion des Compétences': 3}",Temps partiel,2 semaines,['Arabe'],2025-03-08,690-899 MAD/jour,employer_45
job_273,Senior Consultant - Poste Consulting,Description de l'offre d'emploi 273 dans le domaine Consulting,Tanger,Consulting,"[""Stratégie d'Entreprise"", 'Benchmark', 'Conseil en Organisation']","{""Stratégie d'Entreprise"": 4, 'Benchmark': 4, 'Conseil en Organisation': 1}",Mission ponctuelle,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-09,359-1495 MAD/jour,employer_17
job_274,Event Manager - Mission Communication,Description de l'offre d'emploi 274 dans le domaine Communication,Casablanca,Communication,"['Media Planning', 'Stratégie de Communication']","{'Media Planning': 4, 'Stratégie de Communication': 5}",Mission ponctuelle,1 mois,['Arabe'],2025-04-24,644-1045 MAD/jour,employer_79
job_275,Admin Sys - Projet IT & Développement,Description de l'offre d'emploi 275 dans le domaine IT & Développement,Remote (Maroc),IT & Développement,"['Game Development', 'Blockchain', 'Flutter']","{'Game Development': 1, 'Blockchain': 5, 'Flutter': 4}",Contrat,1 semaine,['Français'],2025-03-30,500-1214 MAD/jour,employer_82
job_276,Responsable Bureau d'Études - Poste BTP & Construction,Description de l'offre d'emploi 276 dans le domaine BTP & Construction,Rabat,BTP & Construction,"['Immobilier', 'Architecture']","{'Immobilier': 1, 'Architecture': 5}",Mission ponctuelle,1 semaine,"['Arabe', 'Français']",2025-03-20,411-844 MAD/jour,employer_53
job_277,Analyste Financier - Mission Finance & Comptabilité,Description de l'offre d'emploi 277 dans le domaine Finance & Comptabilité,Tétouan,Finance & Comptabilité,"[""Finance d'Entreprise"", 'Comptabilité Analytique']","{""Finance d'Entreprise"": 3, 'Comptabilité Analytique': 4}",Temps plein,2 semaines,"['Arabe', 'Français']",2025-04-08,408-1227 MAD/jour,employer_8
job_278,Chargé de Communication - Projet Communication,Description de l'offre d'emploi 278 dans le domaine Communication,Settat,Communication,"['Relations Presse', 'Communication Interne', 'Sponsoring', 'Communication Politique']","{'Relations Presse': 1, 'Communication Interne': 5, 'Sponsoring': 1, 'Communication Politique': 5}",Temps partiel,3 mois,['Arabe'],2025-03-24,567-1069 MAD/jour,employer_78
job_279,Développeur Mobile - Mission IT & Développement,Description de l'offre d'emploi 279 dans le domaine IT & Développement,Rabat,IT & Développement,"['C++', 'SEO', 'Shopify']","{'C++': 1, 'SEO': 1, 'Shopify': 4}",Contrat,2 semaines,"['Arabe', 'Français']",2025-03-03,552-1147 MAD/jour,employer_82
job_280,Avocat - Projet Droit & Juridique,Description de l'offre d'emploi 280 dans le domaine Droit & Juridique,Rabat,Droit & Juridique,"['Arbitrage', 'Droit des Contrats', 'Droit Immobilier', 'RGPD']","{'Arbitrage': 2, 'Droit des Contrats': 2, 'Droit Immobilier': 5, 'RGPD': 3}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-04-21,409-1234 MAD/jour,employer_63
job_281,Directeur d'Établissement de Santé - Poste Santé,Description de l'offre d'emploi 281 dans le domaine Santé,Remote (Maroc),Santé,"['Medical Writing', 'Qualité Sanitaire', 'Réglementation Médicale', 'Santé Digitale', 'Conseil Médical']","{'Medical Writing': 3, 'Qualité Sanitaire': 1, 'Réglementation Médicale': 3, 'Santé Digitale': 2, 'Conseil Médical': 3}",Temps partiel,3 mois,"['Anglais', 'Arabe']",2025-04-24,565-907 MAD/jour,employer_21
job_282,Email Marketing Specialist - Projet Marketing Digital,Description de l'offre d'emploi 282 dans le domaine Marketing Digital,Casablanca,Marketing Digital,"['SEO', 'Google Ads']","{'SEO': 1, 'Google Ads': 1}",Mission ponctuelle,2 semaines,"['Arabe', 'Français']",2025-03-01,422-1063 MAD/jour,employer_12
job_283,Chargé de Communication - Mission Communication,Description de l'offre d'emploi 283 dans le domaine Communication,Casablanca,Communication,"['Sponsoring', 'Event Management']","{'Sponsoring': 5, 'Event Management': 5}",Freelance,3 mois,"['Anglais', 'Arabe', 'Français']",2025-04-08,459-1072 MAD/jour,employer_76
job_284,Growth Hacker - Poste Marketing Digital,Description de l'offre d'emploi 284 dans le domaine Marketing Digital,Béni Mellal,Marketing Digital,"['Conversion Optimization', 'TikTok Ads', 'Branding']","{'Conversion Optimization': 4, 'TikTok Ads': 2, 'Branding': 2}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-04-18,309-1148 MAD/jour,employer_34
job_285,Content Manager - Poste Marketing Digital,Description de l'offre d'emploi 285 dans le domaine Marketing Digital,Kénitra,Marketing Digital,"['SEO', 'Copywriting', 'Affiliate Marketing', 'TikTok Ads', 'CRM']","{'SEO': 3, 'Copywriting': 5, 'Affiliate Marketing': 2, 'TikTok Ads': 1, 'CRM': 5}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-02-26,411-996 MAD/jour,employer_85
job_286,Chef de Projet Conseil - Poste Consulting,Description de l'offre d'emploi 286 dans le domaine Consulting,Béni Mellal,Consulting,"['Transformation Digitale', 'KPI', 'Conseil en Management', 'Benchmark', 'Legal Writing', 'Transcription']","{'Transformation Digitale': 4, 'KPI': 1, 'Conseil en Management': 3, 'Benchmark': 3, 'Legal Writing': 3, 'Transcription': 2}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-06,629-1461 MAD/jour,employer_4
job_287,SEM Expert - Poste Marketing Digital,Description de l'offre d'emploi 287 dans le domaine Marketing Digital,Berrechid,Marketing Digital,"['Marketing Automation', 'Analytics', 'Facebook Ads', 'UX Research']","{'Marketing Automation': 4, 'Analytics': 4, 'Facebook Ads': 2, 'UX Research': 1}",Temps plein,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-14,446-1407 MAD/jour,employer_21
job_288,Économiste de la Construction - Projet BTP & Construction,Description de l'offre d'emploi 288 dans le domaine BTP & Construction,Casablanca,BTP & Construction,"[""Maîtrise d'Ouvrage"", 'Étude de Prix', 'Planning', 'AutoCAD']","{""Maîtrise d'Ouvrage"": 1, 'Étude de Prix': 3, 'Planning': 1, 'AutoCAD': 2}",Mission ponctuelle,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-29,322-890 MAD/jour,employer_2
job_289,Event Manager - Mission Communication,Description de l'offre d'emploi 289 dans le domaine Communication,El Jadida,Communication,"['Stratégie de Communication', 'Sponsoring', 'Event Management', 'Communication Politique']","{'Stratégie de Communication': 3, 'Sponsoring': 2, 'Event Management': 3, 'Communication Politique': 4}",Contrat,1 an,"['Anglais', 'Arabe']",2025-03-15,769-842 MAD/jour,employer_80
job_290,Responsable Qualité Sanitaire - Mission Santé,Description de l'offre d'emploi 290 dans le domaine Santé,Casablanca,Santé,"['Télémédecine', 'Conseil Médical', 'Recherche Clinique', 'Imagerie Médicale']","{'Télémédecine': 2, 'Conseil Médical': 5, 'Recherche Clinique': 2, 'Imagerie Médicale': 3}",Mission ponctuelle,1 semaine,[],2025-04-08,450-1421 MAD/jour,employer_67
job_291,Chargé de Communication - Projet Communication,Description de l'offre d'emploi 291 dans le domaine Communication,Casablanca,Communication,"['Sponsoring', 'Community Management', 'Communication Digitale']","{'Sponsoring': 2, 'Community Management': 5, 'Communication Digitale': 2}",Freelance,6 mois,"['Anglais', 'Arabe']",2025-03-04,353-1432 MAD/jour,employer_5
job_292,Directeur d'Établissement de Santé - Projet Santé,Description de l'offre d'emploi 292 dans le domaine Santé,Kénitra,Santé,"['Biologie Médicale', 'Réglementation Médicale', 'Télémédecine', 'Dossier Patient', 'Qualité Sanitaire', 'Communication Corporate']","{'Biologie Médicale': 3, 'Réglementation Médicale': 3, 'Télémédecine': 1, 'Dossier Patient': 2, 'Qualité Sanitaire': 5, 'Communication Corporate': 5}",Temps plein,6 mois,"['Anglais', 'Arabe', 'Français']",2025-04-11,402-1308 MAD/jour,employer_71
job_293,Journaliste - Projet Rédaction & Traduction,Description de l'offre d'emploi 293 dans le domaine Rédaction & Traduction,Rabat,Rédaction & Traduction,"['English Translation', 'Academic Writing', 'Spanish Translation', 'Copywriting', 'Proofreading']","{'English Translation': 3, 'Academic Writing': 2, 'Spanish Translation': 5, 'Copywriting': 2, 'Proofreading': 1}",Freelance,6 mois,"['Anglais', 'Arabe']",2025-03-28,528-1257 MAD/jour,employer_42
job_294,Revenue Manager - Poste Tourisme & Hôtellerie,Description de l'offre d'emploi 294 dans le domaine Tourisme & Hôtellerie,Oujda,Tourisme & Hôtellerie,"[""Organisation d'Événements"", 'CRM Tourisme']","{""Organisation d'Événements"": 3, 'CRM Tourisme': 4}",Freelance,3 mois,['Arabe'],2025-04-11,411-1198 MAD/jour,employer_8
job_295,Responsable Formation - Poste Éducation & Formation,Description de l'offre d'emploi 295 dans le domaine Éducation & Formation,Kénitra,Éducation & Formation,"['Coaching', 'Tutorat', 'LMS', 'Création de Cours']","{'Coaching': 1, 'Tutorat': 4, 'LMS': 2, 'Création de Cours': 2}",Mission ponctuelle,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-14,791-1070 MAD/jour,employer_83
